周边ID,中文简记,正式商品名,厂商/渠道,清理判定,判定理由,处理动作,清理前图片状态,清理前本地图,清理前Fallback,图片来源说明,图片来源URL,图片类型
KR-MER-0063,10周年 Custom Idol 钥匙环,鬼龍紅郎 カスタムアイドル キーリング 「あんさんぶるスターズ!! 10周年展示会 Bright me up!!」,pattythree,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/561709332.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/561709332.jpg.webp,档案单品原图
KR-MER-0064,10周年 Festival 姓名卡套,鬼龍紅郎 フェスティバルシリーズ ネームカードホルダー 「あんさんぶるスターズ!! 10周年展示会 Bright me up!!」,pattythree,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/561709278.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/561709278.jpg.webp,档案单品原图
KR-MER-0065,10周年 Sphere Ring 发夹,鬼龍紅郎 スフィアリングシリーズ ヘアクリップ 「あんさんぶるスターズ!! 10周年展示会 Bright me up!!」,pattythree,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/871880690.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/871880690.jpg.webp,档案单品原图
KR-MER-0066,10周年 P.A.shots 单位视觉特典,鬼龍紅郎 P.A.shots!!(ユニットビジュアル) 「10周年展示会 Bright me up!!」 対象商品購入特典,pattythree,非官图已撤,非官方图片来源：www.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0066.webp,,駿河屋角色单品图,https://www.suruga-ya.jp/product/detail/892771633,角色单品图
KR-MER-0067,Huggy Good Smile 红郎,あんさんぶるスターズ！！ Huggy Good Smile 鬼龍紅郎,グッドスマイルアーツ上海,非官图已撤,非官方图片来源：tsurumai-hobby.jp,从网页展示层撤下；不补图,实图已入库,,https://tsurumai-hobby.jp/images/item/good-smile-arts-shanghai/4580828666221.jpg,Good Smile官方宣传CG（JAN精确零售镜像）,https://tsurumai-hobby.jp/images/item/good-smile-arts-shanghai/4580828666221.jpg,官方宣传CG镜像
KR-MER-0068,きゃらとりあ 亚克力挂件,鬼龍紅郎 きゃらとりあ アクリルキーホルダー 「あんさんぶるスターズ!!」,アルジャーノンプロダクト,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,,https://cdn.suruga-ya.jp/database/pics_webp/game/561804131.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/561804131.jpg.webp,档案单品原图
KR-MER-0069,ぱしゃこれ IDOL SHOT Ver.1 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0069.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3182575.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3182575.jpg.webp,档案单品原图
KR-MER-0070,ぱしゃこれ OFF SHOT Ver.1 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0070.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3272633.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3272633.jpg.webp,档案单品原图
KR-MER-0071,ぱしゃこれ IDOL SHOT Ver.2 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.2」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0071.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3557586.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3557586.jpg.webp,档案单品原图
KR-MER-0072,ぱしゃこれ OFF SHOT Ver.2 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.2」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0072.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3437633.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3437633.jpg.webp,档案单品原图
KR-MER-0073,ぱしゃこれ IDOL SHOT Ver.3 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.3」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0073.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3545282.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3545282.jpg.webp,档案单品原图
KR-MER-0074,ぱしゃこれ IDOL SHOT Ver.3 金箔押,鬼龍紅郎(レア/金箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.3」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0074.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3546181.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3546181.jpg.webp,档案单品原图
KR-MER-0075,ぱしゃこれ OFF SHOT Ver.3 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.3」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0075.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3546243.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3546243.jpg.webp,档案单品原图
KR-MER-0076,ぱしゃこれ OFF SHOT Ver.3 银箔押,鬼龍紅郎(レア/銀箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.3」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0076.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3546244.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3546244.jpg.webp,档案单品原图
KR-MER-0077,ぱしゃこれ 追忆篇 No.18 普通版,鬼龍紅郎(18/ノーマル) 「あんさんぶるスターズ! ぱしゃこれ 追憶編」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0077.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3727743.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3727743.jpg.webp,档案单品原图
KR-MER-0078,ぱしゃこれ 追忆篇 No.18 金箔押,鬼龍紅郎(18/レア/金箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ 追憶編」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0078.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3740498.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3740498.jpg.webp,档案单品原图
KR-MER-0079,ぱしゃこれ 追忆篇 No.38 普通版,鬼龍紅郎(38/ノーマル) 「あんさんぶるスターズ! ぱしゃこれ 追憶編」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0079.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3727763.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3727763.jpg.webp,档案单品原图
KR-MER-0080,ぱしゃこれ IDOL SHOT Ver.4 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.4」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0080.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3825534.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3825534.jpg.webp,档案单品原图
KR-MER-0081,ぱしゃこれ IDOL SHOT Ver.4 金箔押,鬼龍紅郎(レア/金箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.4」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0081.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3825535.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3825535.jpg.webp,档案单品原图
KR-MER-0082,ぱしゃこれ OFF SHOT Ver.4 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.4」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0082.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3825616.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3825616.jpg.webp,档案单品原图
KR-MER-0083,ぱしゃこれ OFF SHOT Ver.4 银箔押,鬼龍紅郎(レア/銀箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.4」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0083.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/g3825617.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/g3825617.jpg.webp,档案单品原图
KR-MER-0084,ぱしゃこれ IDOL SHOT Ver.5 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.5」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0084.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg139327.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg139327.jpg.webp,档案单品原图
KR-MER-0085,ぱしゃこれ IDOL SHOT Ver.5 金箔押,鬼龍紅郎(レア/金箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.5」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0085.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg139328.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg139328.jpg.webp,档案单品原图
KR-MER-0086,ぱしゃこれ OFF SHOT Ver.5 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.5」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0086.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg139411.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg139411.jpg.webp,档案单品原图
KR-MER-0087,ぱしゃこれ OFF SHOT Ver.5 银箔押,鬼龍紅郎(レア/銀箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.5」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0087.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg139412.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg139412.jpg.webp,档案单品原图
KR-MER-0088,ぱしゃこれ IDOL SHOT Ver.6 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.6」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0088.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298613.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298613.jpg.webp,档案单品原图
KR-MER-0089,ぱしゃこれ IDOL SHOT Ver.6 金箔押,鬼龍紅郎(レア/金箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.6」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0089.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298614.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298614.jpg.webp,档案单品原图
KR-MER-0090,ぱしゃこれ OFF SHOT Ver.6 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.6」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0090.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298688.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298688.jpg.webp,档案单品原图
KR-MER-0091,ぱしゃこれ OFF SHOT Ver.6 银箔押,鬼龍紅郎(レア/銀箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ OFF SHOT Ver.6」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0091.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298689.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298689.jpg.webp,档案单品原图
KR-MER-0092,Next Step Fair ぱしゃこれ,鬼龍紅郎 「さらなる高みへ☆踏み出せ!ネクストステップフェア ぱしゃこれ」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0092.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298754.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg298754.jpg.webp,档案单品原图
KR-MER-0093,TV动画 ぱしゃこれ 普通版,鬼龍紅郎(ノーマル) 「TVアニメ あんさんぶるスターズ! ぱしゃこれ」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0093.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg531398.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg531398.jpg.webp,档案单品原图
KR-MER-0094,ぱしゃこれ IDOL SHOT Ver.7 普通版,鬼龍紅郎(ノーマル) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.7」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0094.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg590645.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg590645.jpg.webp,档案单品原图
KR-MER-0095,ぱしゃこれ IDOL SHOT Ver.7 金箔押,鬼龍紅郎(レア/金箔押しサイン) 「あんさんぶるスターズ! ぱしゃこれ IDOL SHOT Ver.7」,ムービック/相关发行方,非官图已撤,非官方图片来源：cdn.suruga-ya.jp,从网页展示层撤下；不补图,实图已入库,assets/images/KR-MER-0095.webp,https://cdn.suruga-ya.jp/database/pics_webp/game/gg590646.jpg.webp,駿河屋角色单品档案原图,https://cdn.suruga-ya.jp/database/pics_webp/game/gg590646.jpg.webp,档案单品原图
